,AGE4,INCOME,D6,D8,D9C,D18,D26,MARITAL,EDUC4,RACETHNICITY,GENDER,HHSIZE,INCOME_recode,AGE4_recode,D6_recode,D8_recode,D9C_recode,D18_recode,D26_recode,MARITAL_recode,EDUC4_recode,RACETHNICITY_recode,GENDER_recode
524,30-44,"$100,000 to $124,999",Good,Several times a week,Never,Employed full-time,Small town,Married,BA or above,"White, non-Hispanic",Male,2,14,2,3,6,1,1,1,0,4,1,2
525,30-44,"$10,000 to $14,999",Good,Several times a week,Often,Or are you not in the labor force for other reasons,"Urban near mix of offices, apartments and shops",Divorced,BA or above,"White, non-Hispanic",Female,2,3,2,3,6,4,4,2,2,4,1,1
526,45-59,"$30,000 to $34,999",Fair,Everyday,Never,Employed full-time,Urban and mostly residential,Married,HS graduate or equivalent,Hispanic,Male,5,7,3,2,7,1,1,2,0,2,2,2
527,60+,"$15,000 to $19,999",Very good,Once every 2 or 3 weeks,Never,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Never married,HS graduate or equivalent,"White, non-Hispanic",Male,1,4,4,4,4,1,3,2,1,2,1,2
528,30-44,"$85,000 to $99,999",Excellent,Once a week,Sometimes,Employed full-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,13,2,5,5,3,1,2,0,4,1,2
529,60+,"$50,000 to $59,999",Good,Once a week,Never,Retired and not working at all,Rural area,Divorced,BA or above,"White, non-Hispanic",Female,1,10,4,3,5,1,3,1,2,4,1,1
530,18-29,"$20,000 to $24,999",Good,Once every 2 or 3 weeks,Rarely,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Never married,HS graduate or equivalent,"2+, non-Hispanic",Male,2,5,1,3,4,2,3,2,1,2,3,2
531,30-44,"$85,000 to $99,999",Good,Everyday,Never,Employed full-time,Rural area,Married,Some college,"White, non-Hispanic",Female,5,13,2,3,7,1,1,1,0,3,1,1
532,18-29,"$15,000 to $19,999",Good,Everyday,Never,Or are you not in the labor force for other reasons,"Urban near mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Male,1,4,1,3,7,1,4,2,1,3,1,2
533,30-44,"$125,000 to $149,999",Good,Several times a week,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Male,5,15,2,3,6,3,1,2,0,4,1,2
534,45-59,"$85,000 to $99,999",Very good,Several times a week,Rarely,Employed full-time,Rural area,Divorced,BA or above,"White, non-Hispanic",Female,2,13,3,4,6,2,1,1,2,4,1,1
535,18-29,"Less than $5,000",Excellent,Never,Never,Unemployed and looking for work,"Urban near mix of offices, apartments and shops",Never married,HS graduate or equivalent,"Black, non-Hispanic",Male,1,1,1,5,1,1,4,2,1,2,4,2
536,18-29,"$30,000 to $34,999",Fair,Everyday,Never,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Male,1,7,1,2,7,1,1,2,1,3,1,2
537,30-44,"$85,000 to $99,999",Good,Several times a week,Never,Employed full-time,"Urban near mix of offices, apartments and shops",Married,HS graduate or equivalent,Hispanic,Female,6,13,2,3,6,1,1,2,0,2,2,1
538,18-29,"$10,000 to $14,999",Very good,Everyday,Often,Or are you not in the labor force for other reasons,"Suburban with a mix of offices, apartments and shops",Living with partner,Some college,"2+, non-Hispanic",Female,2,3,1,4,7,4,4,2,1,3,3,1
539,45-59,"$125,000 to $149,999",Excellent,Several times a week,Rarely,Employed full-time,Rural area,Married,BA or above,"White, non-Hispanic",Female,4,15,3,5,6,2,1,1,0,4,1,1
540,30-44,"$40,000 to $49,999",Excellent,Everyday,Never,Employed full-time,"Urban near mix of offices, apartments and shops",Married,BA or above,Hispanic,Female,1,9,2,5,7,1,1,2,0,4,2,1
541,30-44,"$50,000 to $59,999",Very good,Everyday,Never,Unemployed and looking for work,Rural area,Married,Some college,"White, non-Hispanic",Female,6,10,2,4,7,1,4,1,0,3,1,1
542,60+,"$50,000 to $59,999",Excellent,Several times a week,Never,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Divorced,BA or above,"White, non-Hispanic",Female,1,10,4,5,6,1,3,2,2,4,1,1
543,30-44,"$60,000 to $74,999",Very good,Several times a week,Sometimes,Employed full-time,Small town,Married,Some college,"White, non-Hispanic",Female,4,11,2,4,6,3,1,1,0,3,1,1
544,60+,"$85,000 to $99,999",Very good,Everyday,Never,Retired and not working at all,Small town,Married,Some college,"White, non-Hispanic",Male,2,13,4,4,7,1,3,1,0,3,1,2
545,60+,"$5,000 to $9,999",Fair,Several times a week,Rarely,Retired and not working at all,"Urban near mix of offices, apartments and shops",Widowed,Some college,Hispanic,Female,3,2,4,2,6,2,3,2,2,3,2,1
546,60+,"$125,000 to $149,999",Very good,Everyday,Rarely,Employed full-time,Suburban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,15,4,4,7,2,1,2,0,4,1,2
547,60+,"$40,000 to $49,999",Very good,Several times a week,Never,Retired and not working at all,Suburban and mostly residential,Married,No HS diploma,"White, non-Hispanic",Female,2,9,4,4,6,1,3,2,0,1,1,1
548,18-29,"Less than $5,000",Very good,Never,Sometimes,Self-employed full-time,Suburban and mostly residential,Never married,Some college,"Black, non-Hispanic",Female,1,1,1,4,1,3,1,2,1,3,4,1
549,45-59,"$85,000 to $99,999",Good,Several times a week,Sometimes,Employed full-time,Suburban and mostly residential,Divorced,Some college,"Black, non-Hispanic",Female,3,13,3,3,6,3,1,2,2,3,4,1
550,18-29,"$40,000 to $49,999",Good,Once a week,Often,Employed full-time,"Urban near mix of offices, apartments and shops",Living with partner,No HS diploma,"2+, non-Hispanic",Female,2,9,1,3,5,4,1,2,1,1,3,1
551,30-44,"$5,000 to $9,999",Very good,Several times a week,Sometimes,Or are you not in the labor force for other reasons,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Female,4,2,2,4,6,3,4,2,0,4,1,1
552,18-29,"$60,000 to $74,999",Very good,Once every 2 or 3 weeks,Rarely,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,Some college,"White, non-Hispanic",Female,2,11,1,4,4,2,1,2,0,3,1,1
553,30-44,"$25,000 to $29,999",Fair,Less than monthly,Often,Or are you not in the labor force for other reasons,Urban and mostly residential,Divorced,Some college,Hispanic,Female,6,6,2,2,2,4,4,2,2,3,2,1
554,30-44,"$30,000 to $34,999",Fair,Several times a week,Never,Or are you not in the labor force for other reasons,Small town,Married,Some college,"White, non-Hispanic",Female,3,7,2,2,6,1,4,1,0,3,1,1
555,60+,"$100,000 to $124,999",Fair,Once a week,Never,Retired and not working at all,Rural area,Married,BA or above,"White, non-Hispanic",Male,2,14,4,2,5,1,3,1,0,4,1,2
556,30-44,"$100,000 to $124,999",Excellent,Everyday,Never,Employed full-time,Urban and mostly residential,Married,BA or above,"White, non-Hispanic",Male,2,14,2,5,7,1,1,2,0,4,1,2
557,60+,"$15,000 to $19,999",Poor,Once a week,Often,Self-employed part-time,"Urban near mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,1,4,4,1,5,4,2,2,1,4,1,2
558,45-59,"$200,000 or more",Good,Once a week,Rarely,Employed full-time,Urban and mostly residential,Married,Some college,"Black, non-Hispanic",Male,3,18,3,3,5,2,1,2,0,3,4,2
559,18-29,"$20,000 to $24,999",Excellent,Everyday,Rarely,Employed full-time,Suburban and mostly residential,Never married,BA or above,Hispanic,Female,6,5,1,5,7,2,1,2,1,4,2,1
560,60+,"$100,000 to $124,999",Very good,Everyday,Rarely,Self-employed part-time,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Female,2,14,4,4,7,2,2,2,0,3,1,1
561,45-59,"Less than $5,000",Very good,Everyday,Sometimes,Retired and not working at all,"Urban near mix of offices, apartments and shops",Divorced,HS graduate or equivalent,"2+, non-Hispanic",Female,2,1,3,4,7,3,3,2,2,2,3,1
562,30-44,"$25,000 to $29,999",Very good,Everyday,Never,Employed full-time,Rural area,Never married,Some college,"White, non-Hispanic",Female,1,6,2,4,7,1,1,1,1,3,1,1
563,30-44,"$85,000 to $99,999",Excellent,Everyday,Never,Unemployed and looking for work,Suburban and mostly residential,Married,Some college,Hispanic,Male,4,13,2,5,7,1,4,2,0,3,2,2
564,18-29,"$150,000 to $174,999",Fair,Less than monthly,Rarely,Employed full-time,Suburban and mostly residential,Never married,Some college,"Black, non-Hispanic",Female,5,16,1,2,2,2,1,2,1,3,4,1
565,30-44,"$150,000 to $174,999",Very good,Once a week,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Living with partner,Some college,"2+, non-Hispanic",Female,5,16,2,4,5,1,1,2,1,3,3,1
566,45-59,"$100,000 to $124,999",Good,Once a week,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,HS graduate or equivalent,"White, non-Hispanic",Male,3,14,3,3,5,3,1,2,0,2,1,2
567,18-29,"$50,000 to $59,999",Very good,Everyday,Sometimes,Employed part-time,"Suburban with a mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Female,4,10,1,4,7,3,2,2,1,3,1,1
568,60+,"$35,000 to $39,999",Good,Several times a week,Never,Retired and not working at all,Rural area,Married,BA or above,"White, non-Hispanic",Male,2,8,4,3,6,1,3,1,0,4,1,2
569,30-44,"$150,000 to $174,999",Good,Everyday,Never,Employed full-time,Urban and mostly residential,Married,BA or above,"Black, non-Hispanic",Male,2,16,2,3,7,1,1,2,0,4,4,2
570,45-59,"$50,000 to $59,999",Very good,Everyday,Never,Employed part-time,Urban and mostly residential,Married,HS graduate or equivalent,Hispanic,Female,4,10,3,4,7,1,2,2,0,2,2,1
571,60+,"$30,000 to $34,999",Poor,Everyday,Sometimes,Retired and not working at all,Urban and mostly residential,Widowed,Some college,"White, non-Hispanic",Female,2,7,4,1,7,3,3,2,2,3,1,1
572,18-29,"$60,000 to $74,999",Very good,Several times a week,Never,Employed full-time,Urban and mostly residential,Never married,BA or above,"White, non-Hispanic",Female,2,11,1,4,6,1,1,2,1,4,1,1
573,60+,"$75,000 to $84,999",Fair,Less than monthly,Sometimes,Employed full-time,Rural area,Married,Some college,"White, non-Hispanic",Male,2,12,4,2,2,3,1,1,0,3,1,2
574,18-29,"$60,000 to $74,999",Very good,Everyday,Often,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,Some college,"Black, non-Hispanic",Female,4,11,1,4,7,4,1,2,1,3,4,1
575,30-44,"$50,000 to $59,999",Very good,Everyday,Rarely,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,BA or above,"Black, non-Hispanic",Male,1,10,2,4,7,2,1,2,1,4,4,2
576,60+,"$100,000 to $124,999",Very good,Everyday,Never,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Married,Some college,"White, non-Hispanic",Female,3,14,4,4,7,1,3,2,0,3,1,1
577,30-44,"$85,000 to $99,999",Very good,Everyday,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Divorced,BA or above,"Black, non-Hispanic",Male,1,13,2,4,7,1,1,2,2,4,4,2
578,18-29,"$50,000 to $59,999",Good,Several times a week,Sometimes,Or are you not in the labor force for other reasons,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Male,4,10,1,3,6,3,4,2,0,3,1,2
579,30-44,"$75,000 to $84,999",Very good,Everyday,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Male,6,12,2,4,7,1,1,2,0,4,1,2
580,30-44,"$40,000 to $49,999",Very good,Everyday,Sometimes,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,1,9,2,4,7,3,1,2,1,4,1,2
581,60+,"$60,000 to $74,999",Good,Less than monthly,Often,Employed full-time,"Suburban with a mix of offices, apartments and shops",Married,Some college,"White, non-Hispanic",Male,2,11,4,3,2,4,1,2,0,3,1,2
582,60+,"$75,000 to $84,999",Very good,Once a week,Rarely,Employed full-time,Small town,Married,Some college,"White, non-Hispanic",Male,2,12,4,4,5,2,1,1,0,3,1,2
583,18-29,"$20,000 to $24,999",Good,Never,Often,Unemployed and looking for work,Small town,Never married,HS graduate or equivalent,"2+, non-Hispanic",Female,3,5,1,3,1,4,4,1,1,2,3,1
584,45-59,"$50,000 to $59,999",Very good,Everyday,Never,Unemployed and looking for work,"Suburban with a mix of offices, apartments and shops",Married,HS graduate or equivalent,"White, non-Hispanic",Female,2,10,3,4,7,1,4,2,0,2,1,1
585,18-29,"Less than $5,000",Good,Several times a week,Sometimes,Employed part-time,Urban and mostly residential,Never married,Some college,Hispanic,Female,5,1,1,3,6,3,2,2,1,3,2,1
586,30-44,"$100,000 to $124,999",Excellent,Everyday,Never,Employed full-time,Suburban and mostly residential,Married,Some college,"White, non-Hispanic",Male,4,14,2,5,7,1,1,2,0,3,1,2
587,30-44,"$5,000 to $9,999",Fair,Once every 2 or 3 weeks,Sometimes,Unemployed and looking for work,"Urban near mix of offices, apartments and shops",Separated,No HS diploma,"Black, non-Hispanic",Male,1,2,2,2,4,3,4,2,2,1,4,2
588,18-29,"$85,000 to $99,999",Very good,Everyday,Never,Or are you not in the labor force for other reasons,Urban and mostly residential,Never married,HS graduate or equivalent,"Black, non-Hispanic",Male,5,13,1,4,7,1,4,2,1,2,4,2
589,60+,"$40,000 to $49,999",Good,Several times a week,Rarely,Retired and not working at all,Small town,Widowed,Some college,"Black, non-Hispanic",Female,3,9,4,3,6,2,3,1,2,3,4,1
590,60+,"$50,000 to $59,999",Very good,Several times a week,Sometimes,Self-employed part-time,Suburban and mostly residential,Living with partner,BA or above,"White, non-Hispanic",Female,2,10,4,4,6,3,2,2,1,4,1,1
591,30-44,"$100,000 to $124,999",Fair,Several times a week,Sometimes,Unemployed and looking for work,"Urban near mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Male,3,14,2,2,6,3,4,2,0,4,1,2
592,18-29,"$60,000 to $74,999",Good,Everyday,Never,Employed full-time,Urban and mostly residential,Married,HS graduate or equivalent,"White, non-Hispanic",Male,4,11,1,3,7,1,1,2,0,2,1,2
593,45-59,"$100,000 to $124,999",Very good,Everyday,Never,Employed full-time,Suburban and mostly residential,Married,Some college,"2+, non-Hispanic",Male,2,14,3,4,7,1,1,2,0,3,3,2
594,18-29,"$100,000 to $124,999",Very good,Everyday,Never,Or are you not in the labor force for other reasons,"Suburban with a mix of offices, apartments and shops",Married,BA or above,Hispanic,Male,2,14,1,4,7,1,4,2,0,4,2,2
595,30-44,"$60,000 to $74,999",Very good,Once a week,Sometimes,Employed full-time,Rural area,Married,BA or above,"White, non-Hispanic",Female,5,11,2,4,5,3,1,1,0,4,1,1
596,60+,"$15,000 to $19,999",Good,Once a week,Never,Retired and not working at all,Rural area,Divorced,HS graduate or equivalent,"Black, non-Hispanic",Male,1,4,4,3,5,1,3,1,2,2,4,2
597,18-29,"$15,000 to $19,999",Good,Everyday,Rarely,Or are you not in the labor force for other reasons,"Urban near mix of offices, apartments and shops",Never married,Some college,Hispanic,Female,6,4,1,3,7,2,4,2,1,3,2,1
598,60+,"$50,000 to $59,999",Poor,Less than monthly,Sometimes,Retired and not working at all,Urban and mostly residential,Married,BA or above,"White, non-Hispanic",Female,2,10,4,1,2,3,3,2,0,4,1,1
599,30-44,"$10,000 to $14,999",Very good,Everyday,Rarely,Self-employed full-time,"Urban near mix of offices, apartments and shops",Divorced,Some college,"Black, non-Hispanic",Male,3,3,2,4,7,2,1,2,2,3,4,2
600,60+,"$100,000 to $124,999",Good,Once a week,Rarely,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Male,2,14,4,3,5,2,3,2,0,4,1,2
601,18-29,"$175,000 to $199,999",Very good,Everyday,Sometimes,Employed full-time,"Urban near mix of offices, apartments and shops",Never married,Some college,Hispanic,Female,3,17,1,4,7,3,1,2,1,3,2,1
602,45-59,"$125,000 to $149,999",Very good,Everyday,Sometimes,Employed full-time,Suburban and mostly residential,Married,HS graduate or equivalent,"White, non-Hispanic",Female,3,15,3,4,7,3,1,2,0,2,1,1
603,30-44,"$175,000 to $199,999",Good,Once a week,Never,Employed full-time,Suburban and mostly residential,Married,BA or above,"Black, non-Hispanic",Male,6,17,2,3,5,1,1,2,0,4,4,2
604,18-29,"$75,000 to $84,999",Excellent,Everyday,Never,Employed full-time,"Suburban with a mix of offices, apartments and shops",Never married,BA or above,"White, non-Hispanic",Male,3,12,1,5,7,1,1,2,1,4,1,2
605,60+,"$25,000 to $29,999",Good,Once a week,Rarely,Retired and not working at all,Small town,Living with partner,No HS diploma,Hispanic,Female,2,6,4,3,5,2,3,1,1,1,2,1
606,18-29,"$30,000 to $34,999",Very good,Once a week,Often,Employed full-time,Urban and mostly residential,Never married,HS graduate or equivalent,"White, non-Hispanic",Male,2,7,1,4,5,4,1,2,1,2,1,2
607,60+,"$5,000 to $9,999",Very good,Once a month,Never,Retired and not working at all,"Urban near mix of offices, apartments and shops",Married,Some college,"Asian, non-Hispanic",Female,2,2,4,4,3,1,3,2,0,3,5,1
608,60+,"$200,000 or more",Very good,Once every 2 or 3 weeks,Never,Retired and not working at all,"Suburban with a mix of offices, apartments and shops",Married,BA or above,"White, non-Hispanic",Male,2,18,4,4,4,1,3,2,0,4,1,2
609,60+,"$35,000 to $39,999",Very good,Once every 2 or 3 weeks,Never,Retired and not working at all,Suburban and mostly residential,Married,HS graduate or equivalent,"Black, non-Hispanic",Male,2,8,4,4,4,1,3,2,0,2,4,2
610,60+,"$20,000 to $24,999",Fair,Several times a week,Rarely,Or are you not in the labor force for other reasons,Small town,Widowed,No HS diploma,Hispanic,Female,2,5,4,2,6,2,4,1,2,1,2,1
611,60+,"$5,000 to $9,999",Fair,Several times a week,Never,Or are you not in the labor force for other reasons,"Urban near mix of offices, apartments and shops",Divorced,Some college,Hispanic,Female,1,2,4,2,6,1,4,2,2,3,2,1
612,60+,"$40,000 to $49,999",Very good,Several times a week,Never,Self-employed full-time,Urban and mostly residential,Divorced,Some college,"White, non-Hispanic",Female,1,9,4,4,6,1,1,2,2,3,1,1
613,45-59,"Less than $5,000",Good,Less than monthly,Sometimes,Unemployed and looking for work,"Urban near mix of offices, apartments and shops",Never married,Some college,"White, non-Hispanic",Female,4,1,3,3,2,3,4,2,1,3,1,1
